trip_duration_sec,trip_duration_min,trip_duration_hr,distance_traveled_Km,KPH,wait_time_cost,distance_cost,fare_w_flag,tip,miscellaneous_fees,total_fare_new,num_of_passengers,surge_applied
851,14.18,0.236333333,2.54,10.74753173,5.66,3.95,12.31,26,26.95,65.26,2,TRUE
625,10.42,0.173666667,3.19,18.36852207,4.16,4.96,11.82,0,6,17.82,1,FALSE
1757,29.28,0.488,12.12,24.83606557,11.68,18.83,33.21,38,26.13,97.34,1,TRUE
1884,31.4,0.523333333,18.01,34.41401274,12.53,27.98,43.21,59,29.95,132.16,4,TRUE
289,4.82,0.080333333,1.61,20.04149378,1.92,2.5,7.12,12,13.13,32.25,1,FALSE
1031,17.18,0.286333333,3.75,13.09662398,6.86,5.83,15.39,20,5.95,41.34,1,FALSE
345,5.75,0.095833333,2.04,21.28695652,2.29,3.17,8.16,19,13.18,40.34,1,FALSE
1004,16.73,0.278833333,5.42,19.43813509,6.68,8.42,17.8,39,27.08,83.88,1,TRUE
1150,19.17,0.3195,4.07,12.73865415,7.65,6.32,16.67,0,13.5,30.17,2,FALSE
576,9.6,0.16,2.33,14.5625,3.83,3.62,10.15,13,6.2,29.35,1,FALSE
2155,35.92,0.598666667,14.66,24.48775056,14.33,22.77,39.8,53,33.7,126.5,2,TRUE
430,7.17,0.1195,2.12,17.74058577,2.86,3.29,8.85,11,6.25,26.1,1,FALSE
680,11.33,0.188833333,2.96,15.67519859,4.52,4.6,11.82,0,6,17.82,1,FALSE
1120,18.67,0.311166667,5.52,17.73968934,7.45,8.57,18.72,22,27.13,67.85,1,TRUE
517,8.62,0.143666667,1.56,10.85846868,3.44,2.42,8.56,9,6,23.56,1,FALSE
553,9.22,0.153666667,2.49,16.20390456,3.68,3.87,10.25,13,6.2,29.45,1,FALSE
1328,22.13,0.368833333,12.39,33.5924085,8.83,19.25,30.78,0,55.13,85.91,1,FALSE
1178,19.63,0.327166667,6.08,18.58380031,7.83,9.44,19.97,15,34.13,69.1,2,TRUE
246,4.1,6.83E-02,2.53,37.02439024,1.64,3.93,8.27,0,6,14.27,1,FALSE
295,4.92,8.20E-02,1.08,13.17073171,1.96,1.68,6.34,0,2.25,8.59,1,FALSE
281,4.68,0.078,1.22,15.64102564,1.87,1.9,6.47,0,9.75,16.22,1,FALSE
1323,22.05,0.3675,3.36,9.142857143,8.8,5.22,16.72,0,6,22.72,1,FALSE
381,6.35,0.105833333,1.93,18.23622047,2.53,3,8.23,12,9.45,29.68,1,FALSE
237,3.95,6.58E-02,1.43,21.72151899,1.58,2.22,6.5,0,6,12.5,2,FALSE
443,7.38,0.123,3.38,27.4796748,2.95,5.25,10.9,0,9.75,20.65,1,FALSE
932,15.53,0.258833333,3.3,12.74951706,6.2,5.13,14.03,0,13.5,27.53,1,FALSE
2,3.00E-02,5.00E-04,3.00E-02,60,0.01,5.00E-02,2.76,0,2.25,5.01,1,FALSE
726,12.1,0.201666667,3.56,17.65289256,4.83,5.53,13.06,27,9.3,49.36,1,FALSE
1082,18.03,0.3005,2.4,7.986688852,7.19,3.73,13.62,0,13.5,27.12,1,FALSE
873,14.55,0.2425,6.49,26.7628866,5.8,10.08,18.58,0,30.38,48.96,1,TRUE
4624,77.07,1.2845,12.55,9.770338653,30.74,19.5,52.94,0,6,58.94,2,FALSE
796,13.27,0.221166667,5.2,23.51168048,5.29,8.08,16.07,8,26.13,50.2,1,TRUE
644,10.73,0.178833333,2.78,15.54520037,4.28,4.32,11.3,0,13.5,24.8,1,FALSE
1020,17,0.283333333,9.16,32.32941176,6.78,14.23,23.71,0,30.38,54.09,2,TRUE
653,10.88,0.181333333,5.31,29.28308824,4.34,8.25,15.29,23,26.2,64.49,1,TRUE
554,9.23,0.153833333,2.43,15.79631636,3.68,3.77,10.15,9,9.75,28.9,1,FALSE
606,10.1,0.168333333,2.19,13.00990099,4.03,3.4,10.13,14,5.95,30.08,1,FALSE
946,15.77,0.262833333,2.77,10.5389981,6.29,4.3,13.29,0,6,19.29,1,FALSE
1138,18.97,0.316166667,4.99,15.78281497,7.57,7.75,18.02,30,6,54.02,1,FALSE
324,5.4,9.00E-02,1.43,15.88888889,2.15,2.22,7.07,0,6,13.07,1,FALSE
624,10.4,0.173333333,4.15,23.94230769,4.15,6.45,13.3,1,5.6,19.9,1,FALSE
592,9.87,0.1645,2.38,14.46808511,3.94,3.7,10.34,14,5.95,30.29,1,FALSE
151,2.52,4.20E-02,0.98,23.33333333,1,1.52,5.22,0,6,11.22,1,FALSE
1084,18.07,0.301166667,4.23,14.04537908,7.21,6.57,16.48,21,5.7,43.18,1,FALSE
1271,21.18,0.353,9.14,25.89235127,8.45,14.2,25.35,35,26.95,87.3,1,TRUE
2220,37,0.616666667,14.58,23.64324324,14.76,22.65,40.11,0,13.5,53.61,1,FALSE
176,2.93,4.88E-02,0.6,12.28668942,1.17,0.93,4.8,0,6,10.8,1,FALSE
1071,17.85,0.2975,5.12,17.21008403,7.12,7.95,17.77,24,9.45,51.22,1,FALSE
600,10,0.166666667,4.44,26.64,3.99,6.9,13.59,15,30.38,58.97,1,TRUE
832,13.87,0.231166667,4.28,18.5147801,5.53,6.65,14.88,25,33.95,73.83,1,TRUE
1187,19.78,0.329666667,4.44,13.46814965,7.89,6.9,17.49,0,13.5,30.99,1,FALSE
791,13.18,0.219666667,2.09,9.514415781,5.26,3.25,11.21,16,6.2,33.41,1,FALSE
1582,26.37,0.4395,4.6,10.46643914,10.52,7.15,20.37,0,6,26.37,1,FALSE
1525,25.42,0.423666667,6.37,15.03540519,10.14,9.9,22.74,30,26.63,79.37,1,TRUE
514,8.57,0.142833333,2.01,14.07234539,3.42,3.12,9.24,11,26.88,47.12,1,TRUE
1180,19.67,0.327833333,3.67,11.19471276,7.85,5.7,16.25,0,6,22.25,1,FALSE
436,7.27,0.121166667,1.93,15.92847318,2.9,3,8.6,16,9.35,33.95,1,FALSE
999,16.65,0.2775,6.73,24.25225225,6.64,10.45,19.79,15,26.33,61.12,6,TRUE
1620,27,0.45,12.38,27.51111111,10.77,19.23,32.7,42,34.05,108.75,1,TRUE
293,4.88,8.13E-02,2.2,27.04918033,1.95,3.42,8.07,0,13.5,21.57,1,FALSE
875,14.58,0.243,3.54,14.56790123,5.82,5.5,14.02,22,26.45,62.47,1,TRUE
1981,33.02,0.550333333,12.12,22.02301635,13.17,18.83,34.7,0,6,40.7,1,FALSE
306,5.1,8.50E-02,1.3,15.29411765,2.03,2.02,6.75,0,2.25,9,1,FALSE
966,16.1,0.268333333,4.44,16.54658385,6.42,6.9,16.02,0,6,22.02,1,FALSE
771,12.85,0.214166667,4.36,20.35797665,5.13,6.77,14.6,18,5.7,38.3,1,FALSE
527,8.78,0.146333333,2.09,14.28246014,3.5,3.25,9.45,19,33.95,62.4,1,TRUE
1912,31.87,0.531166667,18.78,35.3561343,12.71,29.17,44.58,79,55.55,179.13,1,FALSE
364,6.07,0.101166667,1.71,16.90280066,2.42,2.66,7.78,0,6,13.78,1,FALSE
676,11.27,0.187833333,3.06,16.29103815,4.49,4.75,11.94,15,6,32.94,1,FALSE
741,12.35,0.205833333,1.27,6.170040486,4.93,1.97,9.6,0,6,15.6,2,FALSE
912,15.2,0.253333333,4.59,18.11842105,6.06,7.13,15.89,24,26.7,66.59,1,TRUE
1744,29.07,0.4845,15.56,32.11558308,11.6,24.17,38.47,53,26.2,117.67,1,TRUE
1363,22.72,0.378666667,17.06,45.0528169,9.06,26.5,38.26,72,55.05,165.31,1,FALSE
1368,22.8,0.38,10.78,28.36842105,9.1,16.75,28.55,0,34.13,62.68,1,TRUE
1155,19.25,0.320833333,4.28,13.34025974,7.68,6.65,17.03,0,26.63,43.66,1,TRUE
710,11.83,0.197166667,3.6,18.25866441,4.72,5.59,13.01,16,6.2,35.21,3,FALSE
2198,36.63,0.6105,11.84,19.39393939,14.61,18.39,35.7,8,26.13,69.83,1,TRUE
681,11.35,0.189166667,4.7,24.84581498,4.53,7.3,14.53,0,6,20.53,1,FALSE
245,4.08,6.80E-02,0.82,12.05882353,1.63,1.27,5.6,0,9.75,15.35,1,FALSE
1160,19.33,0.322166667,5.13,15.92343508,7.71,7.97,18.38,15,26.63,60.01,1,TRUE
735,12.25,0.204166667,3.52,17.24081633,4.89,5.47,13.06,0,30.38,43.44,6,TRUE
433,7.22,0.120333333,1.74,14.4598338,2.88,2.7,8.28,0,6,14.28,1,FALSE
2178,36.3,0.605,28.03,46.33057851,14.48,43.54,60.72,111,55.42,227.14,1,FALSE
570,9.5,0.158333333,1.88,11.87368421,3.79,2.92,9.41,0,9.75,19.16,1,FALSE
693,11.55,0.1925,5.5,28.57142857,4.61,8.54,15.85,24,6,45.85,1,FALSE
1360,22.67,0.377833333,4.31,11.40714601,9.04,6.7,18.44,1,5.6,25.04,1,FALSE
499,8.32,0.138666667,2.25,16.22596154,3.32,3.5,9.52,0,6,15.52,1,FALSE
287,4.78,7.97E-02,1.24,15.56485356,1.91,1.93,6.54,10,9.95,26.49,1,FALSE
750,12.5,0.208333333,4.38,21.024,4.99,6.8,14.49,19,9.95,43.44,1,FALSE
467,7.78,0.129666667,2.2,16.96658098,3.11,3.42,9.23,13,13.7,35.93,1,FALSE
1241,20.68,0.344666667,8.11,23.52998066,8.25,12.6,23.55,0,26.63,50.18,5,TRUE
178,2.97,4.95E-02,1,20.2020202,1.18,1.55,5.43,0,13.5,18.93,1,FALSE
1151,19.18,0.319666667,6.98,21.83524505,7.65,10.84,21.19,0,26.63,47.82,1,TRUE
405,6.75,0.1125,2.29,20.35555556,2.69,3.56,8.95,0,6,14.95,1,FALSE
653,10.88,0.181333333,5.47,30.16544118,4.34,8.5,15.54,29,55.15,99.69,1,FALSE
371,6.18,0.103,1.77,17.18446602,2.47,2.75,7.92,0,6,13.92,1,FALSE
2365,39.42,0.657,13.07,19.8934551,15.72,20.3,38.72,67,6.05,111.77,1,FALSE
229,3.82,6.37E-02,0.61,9.581151832,1.52,0.95,5.17,0,6,11.17,2,FALSE
491,8.18,0.136333333,4.26,31.24694377,3.26,6.62,12.58,0,6,18.58,5,FALSE
812,13.53,0.2255,3.98,17.64966741,5.4,6.18,14.28,23,34.45,71.73,1,TRUE
484,8.07,0.1345,2.09,15.53903346,3.22,3.25,9.17,0,6,15.17,1,FALSE
694,11.57,0.192833333,4.09,21.21002593,4.61,6.35,13.66,0,6,19.66,5,FALSE
433,7.22,0.120333333,2.17,18.033241,2.88,3.37,8.95,22,27.13,58.08,1,TRUE
480,8,0.133333333,1.96,14.7,3.19,3.04,8.93,0,13.5,22.43,1,FALSE
210,3.5,5.83E-02,0.8,13.71428571,1.4,1.24,5.34,15,30.38,50.72,1,TRUE
371,6.18,0.103,2.19,21.26213592,2.47,3.4,8.57,16,30.2,54.77,1,TRUE
379,6.32,0.105333333,2.06,19.55696203,2.52,3.2,8.42,12,9.45,29.87,1,FALSE
1128,18.8,0.313333333,4.76,15.19148936,7.5,7.39,17.59,26,26.95,70.54,1,TRUE
514,8.57,0.142833333,1.67,11.69194866,3.42,2.59,8.71,0,6,14.71,1,FALSE
757,12.62,0.210333333,6.1,29.00158479,5.03,9.48,17.21,26,5.88,49.09,2,FALSE
605,10.08,0.168,3.03,18.03571429,4.02,4.71,11.43,22,6.05,39.48,1,FALSE
725,12.08,0.201333333,1.29,6.407284768,4.82,2,9.52,15,13.88,38.4,1,FALSE
230,3.83,6.38E-02,2.25,35.24804178,1.53,3.5,7.73,0,9.75,17.48,1,FALSE
398,6.63,0.1105,1.5,13.57466063,2.65,2.33,7.68,0,6,13.68,1,FALSE
995,16.58,0.276333333,10.57,38.2509047,6.62,16.42,25.74,0,26.63,52.37,1,TRUE
157,2.62,4.37E-02,0.48,10.99236641,1.04,0.75,4.49,0,13.5,17.99,5,FALSE
1339,22.32,0.372,5.36,14.40860215,8.9,8.33,19.93,0,6,25.93,1,FALSE
163,2.72,4.53E-02,1.43,31.54411765,1.08,2.22,6,9,13.95,28.95,1,FALSE
818,13.63,0.227166667,3.54,15.58327219,5.44,5.5,13.64,22,6.13,41.77,1,FALSE
1221,20.35,0.339166667,14.11,41.6019656,8.12,21.92,32.74,38,9.25,79.99,1,FALSE
876,14.6,0.243333333,3.11,12.78082192,5.82,4.83,13.35,22,26.45,61.8,1,TRUE
402,6.7,0.111666667,1.9,17.01492537,2.67,2.95,8.32,23,2.35,33.67,1,FALSE
235,3.92,6.53E-02,1.38,21.12244898,1.56,2.14,6.4,38,9.25,53.65,1,FALSE
270,4.5,7.50E-02,1.61,21.46666667,1.8,2.5,7,0,9.75,16.75,1,FALSE
311,5.18,8.63E-02,2.09,24.20849421,2.07,3.25,8.02,10,6.13,24.15,1,FALSE
505,8.42,0.140333333,6.16,43.89548694,3.36,9.57,15.63,20,5.95,41.58,1,FALSE
657,10.95,0.1825,3.78,20.71232877,4.37,5.87,12.94,10,30.88,53.82,1,TRUE
370,6.17,0.102833333,1.22,11.86385737,2.46,1.9,7.06,9,6.45,22.51,2,FALSE
563,9.38,0.156333333,3.17,20.2771855,3.74,4.92,11.36,15,10.2,36.56,1,FALSE
2669,44.48,0.741333333,24.83,33.49370504,17.75,38.57,59.02,89,82.9,230.92,1,TRUE
372,6.2,0.103333333,2.3,22.25806452,2.47,3.57,8.74,0,9.75,18.49,1,FALSE
1548,25.8,0.43,8.93,20.76744186,10.29,13.87,26.86,0,6,32.86,1,FALSE
204,3.4,5.67E-02,1.43,25.23529412,1.36,2.22,6.28,15,13.8,35.08,1,FALSE
1261,21.02,0.350333333,2.74,7.82112274,8.38,4.26,15.34,0,13.5,28.84,1,FALSE
343,5.72,9.53E-02,1.61,16.88811189,2.28,2.5,7.48,10,6.13,23.61,1,FALSE
628,10.47,0.1745,5.99,34.32664756,4.18,9.31,16.19,30,13.5,59.69,1,FALSE
184,3.07,5.12E-02,0.97,18.95765472,1.22,1.51,5.43,11,5.8,22.23,1,FALSE
112,1.87,3.12E-02,0.89,28.55614973,0.74,1.38,4.82,0,9.75,14.57,1,FALSE
467,7.78,0.129666667,2.9,22.36503856,3.11,4.5,10.31,0,6,16.31,1,FALSE
508,8.47,0.141166667,1.67,11.82998819,3.38,2.59,8.67,16,26.45,51.12,1,TRUE
1443,24.05,0.400833333,6.79,16.93970894,9.59,10.55,22.84,135,2.7,160.54,1,FALSE
1750,29.17,0.486166667,6.02,12.38258485,11.64,9.35,23.69,0,6,29.69,1,FALSE
1180,19.67,0.327833333,4.67,14.24504321,7.85,7.25,17.8,0,6,23.8,1,FALSE
513,8.55,0.1425,2.66,18.66666667,3.41,4.13,10.24,14,5.95,30.19,1,FALSE
290,4.83,8.05E-02,1.5,18.63354037,1.93,2.33,6.96,12,5.85,24.81,1,FALSE
372,6.2,0.103333333,1.26,12.19354839,2.47,1.96,7.13,0,6,13.13,1,FALSE
1877,31.28,0.521333333,12.67,24.30306905,12.48,19.68,34.86,59,26.8,120.66,1,TRUE
650,10.83,0.1805,4.99,27.64542936,4.32,7.75,14.77,28,26.75,69.52,1,TRUE
850,14.17,0.236166667,9.45,40.01411433,5.65,14.68,23.03,0,6,29.03,1,FALSE
1141,19.02,0.317,7.72,24.3533123,7.59,11.99,22.28,52,0.5,74.78,1,FALSE
1555,25.92,0.432,5.94,13.75,10.34,9.23,22.27,0,6,28.27,1,FALSE
832,13.87,0.231166667,2.78,12.0259553,5.53,4.32,12.55,0,26.63,39.18,6,TRUE
498,8.3,0.138333333,1.88,13.59036145,3.31,2.92,8.93,0,2.25,11.18,1,FALSE
1859,30.98,0.516333333,12.39,23.99612653,12.36,19.25,34.31,50,33.63,117.94,1,TRUE
699,11.65,0.194166667,2.98,15.34763948,4.65,4.63,11.98,16,9.95,37.93,5,FALSE
577,9.62,0.160333333,2.27,14.15800416,3.84,3.53,10.07,13,6.2,29.27,1,FALSE
369,6.15,0.1025,1.96,19.12195122,2.45,3.04,8.19,12,9.45,29.64,5,FALSE
286,4.77,7.95E-02,2.03,25.53459119,1.9,3.15,7.75,0,6,13.75,1,FALSE
290,4.83,8.05E-02,2,24.8447205,1.93,3.11,7.74,11,9.7,28.44,1,FALSE
735,12.25,0.204166667,2.95,14.44897959,4.89,4.58,12.17,27,34.42,73.59,1,TRUE
728,12.13,0.202166667,2.95,14.59192086,4.84,4.58,12.12,15,13.5,40.62,1,FALSE
697,11.62,0.193666667,5.66,29.22547332,4.63,8.79,16.12,29,5.8,50.92,1,FALSE
894,14.9,0.248333333,1.93,7.771812081,5.94,3,11.64,0,6,17.64,1,FALSE
260,4.33,7.22E-02,1.77,24.52655889,1.73,2.75,7.18,5,6.25,18.43,1,FALSE
819,13.65,0.2275,2.7,11.86813187,5.45,4.19,12.34,16,6.2,34.54,1,FALSE
39,0.65,1.08E-02,0.21,19.38461538,0.26,0.33,3.29,0,6,9.29,1,FALSE
1132,18.87,0.3145,11.44,36.37519873,7.53,17.77,28,41,34.45,103.45,1,TRUE
1538,25.63,0.427166667,24.41,57.14397191,10.23,37.92,50.85,74,48.7,173.55,1,TRUE
762,12.7,0.211666667,3.62,17.1023622,5.07,5.62,13.39,0,6,19.39,2,FALSE
504,8.4,0.14,1.77,12.64285714,3.35,2.75,8.8,0,9.75,18.55,5,FALSE
228,3.8,6.33E-02,1.72,27.15789474,1.52,2.67,6.89,0,9.75,16.64,1,FALSE
344,5.73,9.55E-02,1.21,12.67015707,2.29,1.88,6.87,0,6,12.87,1,FALSE
1334,22.23,0.3705,4.04,10.90418354,8.87,6.28,17.85,0,6,23.85,1,FALSE
1299,21.65,0.360833333,2.45,6.789838337,8.64,3.81,15.15,0,9.75,24.9,1,FALSE
1657,27.62,0.460333333,10.59,23.00506879,11.02,16.45,30.17,167,13.15,210.32,2,FALSE
524,8.73,0.1455,1.67,11.47766323,3.48,2.59,8.77,12,10.2,30.97,1,FALSE
486,8.1,0.135,2.38,17.62962963,3.23,3.7,9.63,16,10.25,35.88,6,FALSE
1977,32.95,0.549166667,3.19,5.808801214,13.14,4.96,20.8,0,6,26.8,1,FALSE
969,16.15,0.269166667,4.49,16.68111455,6.44,6.97,16.11,25,5.9,47.01,1,FALSE
797,13.28,0.221333333,2.29,10.34638554,5.3,3.56,11.56,14,5.95,31.51,1,FALSE
629,10.48,0.174666667,2.85,16.31679389,4.18,4.43,11.31,0,9.75,21.06,1,FALSE
660,11,0.183333333,3.01,16.41818182,4.39,4.68,11.77,0,6,17.77,1,FALSE
703,11.72,0.195333333,2.24,11.46757679,4.67,3.48,10.85,20,13.75,44.6,1,FALSE
268,4.47,7.45E-02,1.4,18.79194631,1.78,2.17,6.65,15,6,27.65,6,FALSE
642,10.7,0.178333333,6.28,35.21495327,4.27,9.76,16.73,8,5.5,30.23,1,FALSE
92,1.53,2.55E-02,1.17,45.88235294,0.61,1.82,5.13,0,13.5,18.63,1,FALSE
1276,21.27,0.3545,6.45,18.19464034,8.48,10.02,21.2,0,9.75,30.95,1,FALSE
351,5.85,9.75E-02,6.24,64,2.33,9.69,14.72,38,2.2,54.92,2,FALSE
1112,18.53,0.308833333,4.28,13.85860766,7.39,6.65,16.74,0,6,22.74,1,FALSE
420,7,0.116666667,2.12,18.17142857,2.79,3.29,8.78,9,6,23.78,1,FALSE
1240,20.67,0.3445,9.3,26.99564586,8.24,14.45,25.39,0,26.63,52.02,1,TRUE
649,10.82,0.180333333,1.98,10.97966728,4.32,3.08,10.1,0,6,16.1,1,FALSE
627,10.45,0.174166667,1.56,8.956937799,4.17,2.42,9.29,22,13.55,44.84,2,FALSE
292,4.87,8.12E-02,1.24,15.27720739,1.94,1.93,6.57,0,9.75,16.32,1,FALSE
2156,35.93,0.598833333,15.58,26.01725578,14.34,24.2,41.24,52,27.13,120.37,1,TRUE
687,11.45,0.190833333,2.43,12.73362445,4.57,3.77,11.04,18,6.38,35.42,1,FALSE
725,12.08,0.201333333,2.25,11.17549669,4.82,3.5,11.02,0,6,17.02,1,FALSE
155,2.58,4.30E-02,1.35,31.39534884,1.03,2.1,5.83,0,6,11.83,1,FALSE
943,15.72,0.262,5.49,20.95419847,6.27,8.53,17.5,15,6,38.5,1,FALSE
827,13.78,0.229666667,8.56,37.27140784,5.5,13.3,21.5,47,30.77,99.27,1,TRUE
350,5.83,9.72E-02,1.38,14.20240137,2.33,2.14,7.17,28,1.92,37.09,1,FALSE
545,9.08,0.151333333,1.93,12.75330396,3.62,3,9.32,21,27,57.32,1,TRUE
749,12.48,0.208,3.15,15.14423077,4.98,4.89,12.57,15,6.45,34.02,1,FALSE
382,6.37,0.106166667,1.69,15.91836735,2.54,2.63,7.87,15,6.3,29.17,1,FALSE
536,8.93,0.148833333,1.83,12.2956327,3.56,2.84,9.1,0,13.5,22.6,1,FALSE
1194,19.9,0.331666667,6.21,18.72361809,7.94,9.65,20.29,27,5.7,52.99,1,FALSE
259,4.32,7.20E-02,1.45,20.13888889,1.72,2.25,6.67,0,9.75,16.42,1,FALSE
405,6.75,0.1125,1.14,10.13333333,2.69,1.77,7.16,30,6,43.16,1,FALSE
246,4.1,6.83E-02,0.77,11.26829268,1.64,1.2,5.54,8,5.95,19.49,1,FALSE
721,12.02,0.200333333,1.95,9.733777038,4.79,3.03,10.52,0,6,16.52,3,FALSE
1582,26.37,0.4395,4.18,9.510807736,10.52,6.49,19.71,27,13.88,60.59,1,FALSE
379,6.32,0.105333333,1.27,12.05696203,2.52,1.97,7.19,0,13.5,20.69,1,FALSE
557,9.28,0.154666667,2.86,18.49137931,3.7,4.44,10.84,18,10.13,38.97,1,FALSE
1149,19.15,0.319166667,5.07,15.88511749,7.64,7.88,18.22,28,30.2,76.42,1,TRUE
511,8.52,0.142,2.56,18.02816901,3.4,3.98,10.08,0,6,16.08,6,FALSE
719,11.98,0.199666667,2.33,11.66944908,4.78,3.62,11.1,0,13.5,24.6,1,FALSE
406,6.77,0.112833333,1.56,13.82570162,2.7,2.42,7.82,19,13.18,40,1,FALSE
1611,26.85,0.4475,7.37,16.46927374,10.71,11.45,24.86,31,6.2,62.06,1,FALSE
1058,17.63,0.293833333,5.05,17.18661373,7.03,7.84,17.57,22,34.63,74.2,3,TRUE
741,12.35,0.205833333,3.91,18.99595142,4.93,6.07,13.7,18,9.45,41.15,1,FALSE
370,6.17,0.102833333,1.72,16.726094,2.46,2.67,7.83,10,6.2,24.03,1,FALSE
562,9.37,0.156166667,4.88,31.24866596,3.74,7.58,14.02,21,6.15,41.17,1,FALSE
1459,24.32,0.405333333,6.02,14.85197368,9.7,9.35,21.75,32,26.2,79.95,1,TRUE
546,9.1,0.151666667,2.4,15.82417582,3.63,3.73,10.06,0,9.75,19.81,1,FALSE
396,6.6,0.11,1.61,14.63636364,2.63,2.5,7.83,15,6,28.83,1,FALSE
1288,21.47,0.357833333,13.44,37.55938519,8.56,20.88,32.14,0,9.75,41.89,1,FALSE
496,8.27,0.137833333,2.62,19.00846433,3.3,4.07,10.07,9,6.3,25.37,1,FALSE
653,10.88,0.181333333,2.77,15.27573529,4.34,4.3,11.34,15,6.45,32.79,1,FALSE
753,12.55,0.209166667,4.83,23.09163347,5.01,7.5,15.21,23,26.2,64.41,1,TRUE
662,11.03,0.183833333,2.53,13.762466,4.4,3.93,11.03,14,5.95,30.98,1,FALSE
914,15.23,0.253833333,6.42,25.29218647,6.08,9.97,18.75,22,27.13,67.88,1,TRUE
473,7.88,0.131333333,5.79,44.08629442,3.14,8.99,14.83,24,30.38,69.21,1,TRUE
1317,21.95,0.365833333,17.53,47.91799544,8.76,27.23,38.69,49,9.95,97.64,1,FALSE
291,4.85,8.08E-02,1.27,15.71134021,1.93,1.97,6.6,0,13.5,20.1,1,FALSE
750,12.5,0.208333333,9.01,43.248,4.99,14,21.69,30,6,57.69,5,FALSE
337,5.62,9.37E-02,1.29,13.77224199,2.24,2,6.94,14,5.88,26.82,1,FALSE
651,10.85,0.180833333,5.09,28.14746544,4.33,7.91,14.94,15,26.63,56.57,1,TRUE
882,14.7,0.245,3.72,15.18367347,5.86,5.78,14.34,19,6.2,39.54,5,FALSE
646,10.77,0.1795,3.09,17.21448468,4.3,4.8,11.8,19,26.45,57.25,1,TRUE
305,5.08,8.47E-02,1.67,19.72440945,2.03,2.59,7.32,11,9.7,28.02,1,FALSE
469,7.82,0.130333333,2.11,16.18925831,3.12,3.28,9.1,0,13.5,22.6,1,FALSE
1442,24.03,0.4005,4.94,12.33458177,9.59,7.67,19.96,0,13.5,33.46,2,FALSE
1106,18.43,0.307166667,6.26,20.37981552,7.35,9.72,19.77,0,26.63,46.4,1,TRUE
532,8.87,0.147833333,2.19,14.81397971,3.54,3.4,9.64,12,6.45,28.09,1,FALSE
434,7.23,0.1205,2.48,20.58091286,2.89,3.85,9.44,0,9.75,19.19,1,FALSE
339,5.65,9.42E-02,2.08,22.08849558,2.25,3.23,8.18,0,30.38,38.56,1,TRUE
1411,23.52,0.392,3.56,9.081632653,9.38,5.53,17.61,29,26.2,72.81,1,TRUE
699,11.65,0.194166667,2.9,14.93562232,4.65,4.5,11.85,15,6.38,33.23,1,FALSE
871,14.52,0.242,8.11,33.51239669,5.79,12.6,21.09,32,34.45,87.54,1,TRUE
2016,33.6,0.56,16.38,29.25,13.4,25.45,41.55,0,34.13,75.68,1,TRUE
426,7.1,0.118333333,2.19,18.50704225,2.83,3.4,8.93,0,6,14.93,1,FALSE
578,9.63,0.1605,2.41,15.01557632,3.84,3.74,10.28,0,26.63,36.91,1,TRUE
542,9.03,0.1505,3.09,20.53156146,3.6,4.8,11.1,0,9.75,20.85,1,FALSE
543,9.05,0.150833333,2.45,16.24309392,3.61,3.81,10.12,0,6,16.12,5,FALSE
319,5.32,8.87E-02,1.53,17.2556391,2.12,2.38,7.2,0,6,13.2,1,FALSE
50,0.83,1.38E-02,0.21,15.18072289,0.33,0.33,3.36,0,6,9.36,1,FALSE
2647,44.12,0.735333333,7.82,10.63463282,17.6,12.15,32.45,47,26.95,106.4,1,TRUE
366,6.1,0.101666667,1.09,10.72131148,2.43,1.69,6.82,0,13.5,20.32,1,FALSE
533,8.88,0.148,2.17,14.66216216,3.54,3.37,9.61,0,6,15.61,1,FALSE
264,4.4,7.33E-02,1.35,18.40909091,1.76,2.1,6.56,0,9.75,16.31,1,FALSE
354,5.9,9.83E-02,1.19,12.10169492,2.35,1.85,6.9,9,6.45,22.35,1,FALSE
893,14.88,0.248,3.75,15.12096774,5.94,5.83,14.47,20,13.45,47.92,1,FALSE
428,7.13,0.118833333,2.22,18.68162693,2.85,3.45,9,0,6,15,1,FALSE
733,12.22,0.203666667,3.64,17.87234043,4.87,5.65,13.22,20,26.95,60.17,1,TRUE
833,13.88,0.231333333,2.41,10.41786744,5.54,3.74,11.98,0,13.5,25.48,1,FALSE
791,13.18,0.219666667,3.6,16.38846737,5.26,5.59,13.55,26,26.95,66.5,1,TRUE
1494,24.9,0.415,14.32,34.5060241,9.93,22.25,34.88,52,55.4,142.28,2,FALSE
489,8.15,0.135833333,6.18,45.49693252,3.25,9.6,15.55,0,6.07,21.62,2,FALSE
533,8.88,0.148,2.41,16.28378378,3.54,3.74,9.98,0,9.75,19.73,1,FALSE
429,7.15,0.119166667,1.53,12.83916084,2.85,2.38,7.93,0,6,13.93,1,FALSE
1453,24.22,0.403666667,4.94,12.23781998,9.66,7.67,20.03,30,26.7,76.73,1,TRUE
254,4.23,7.05E-02,1.58,22.41134752,1.69,2.45,6.84,0,6,12.84,5,FALSE
254,4.23,7.05E-02,4.22,59.85815603,1.69,6.56,10.95,0,6,16.95,1,FALSE
1011,16.85,0.280833333,4.57,16.27299703,6.72,7.1,16.52,22,13.7,52.22,1,FALSE
409,6.82,0.113666667,2.4,21.1143695,2.72,3.73,9.15,0,6,15.15,1,FALSE
640,10.67,0.177833333,4.6,25.86691659,4.26,7.15,14.11,23,34.45,71.56,1,TRUE
